,0.00_kbar_T,0.00_kbar_r_cool,0.00_kbar_r_warm,0.91_kbar_T_cool,0.91_kbar_r_cool,0.91_kbar_T_warm,0.91_kbar_r_warm,2.23_kbar_T_cool,2.23_kbar_r_cool,2.23_kbar_T_warm,2.23_kbar_r_warm,4.69_kbar_T_cool,4.69_kbar_r_cool,4.69_kbar_T_warm,4.69_kbar_r_warm,6.27_kbar_T_cool,6.27_kbar_r_cool,6.27_kbar_T_warm,6.27_kbar_r_warm,8.09_kbar_T_cool,8.09_kbar_r_cool,8.09_kbar_T_warm,8.09_kbar_r_warm,9.23_kbar_T_cool,9.23_kbar_r_cool,9.23_kbar_T_warm,9.23_kbar_r_warm,9.69_kbar_T_cool,9.69_kbar_r_cool,9.69_kbar_T_warm,9.69_kbar_r_warm,12.83_kbar_T_cool,12.83_kbar_r_cool,12.83_kbar_T_warm,12.83_kbar_r_warm,14.35_kbar_T_cool,14.35_kbar_r_cool,14.35_kbar_T_warm,14.35_kbar_r_warm
19,7.667667667667668,1.503041124882983e-05,1.503041124882983e-05,7.694580938597333,1.8044481597091578e-05,7.624022582010156,1.7095292836753373e-05,7.694580938597333,1.941675043528987e-05,7.624022582010156,1.9121054499590827e-05,7.694580938597333,2.0717151378777377e-05,7.624022582010156,2.025563261552254e-05,7.694580938597333,2.127235475736832e-05,7.624022582010156,2.0869961747079626e-05,7.694580938597333,2.235991964154707e-05,7.624022582010156,2.242268473462423e-05,7.694580938597333,2.770167386240854e-05,7.624022582010156,2.7208312070567485e-05,7.694580938597333,3.2225241069999856e-05,7.624022582010156,3.150090932774942e-05,7.694580938597333,5.586387071507141e-05,7.624022582010156,5.36669363515169e-05,7.694580938597333,7.76137901183248e-05,7.624022582010156,7.352770706614615e-05
20,7.965965965965966,1.6025907879806127e-05,1.6025907879806127e-05,8.008839064488303,1.943062066826542e-05,7.936112868012685,1.833255569461334e-05,8.008839064488303,2.0749528756456802e-05,7.936112868012685,2.0469274833786707e-05,8.008839064488303,2.1988083505894725e-05,7.936112868012685,2.1565343857931404e-05,8.008839064488303,2.257862481998834e-05,7.936112868012685,2.2174345947140975e-05,8.008839064488303,2.3707341503288927e-05,7.936112868012685,2.368538785722587e-05,8.008839064488303,2.927394208906009e-05,7.936112868012685,2.8720729284363116e-05,8.008839064488303,3.39246879279163e-05,7.936112868012685,3.31438843347705e-05,8.008839064488303,5.821679645330239e-05,7.936112868012685,5.591858934954005e-05,8.008839064488303,8.03835843090423e-05,7.936112868012685,7.612852894760807e-05
21,8.264264264264265,1.711928049751574e-05,1.711928049751574e-05,8.307106532983026,2.094591171835518e-05,8.242525027397164,1.9691224621737e-05,8.307106532983026,2.2137891846431275e-05,8.242525027397164,2.181824205962364e-05,8.307106532983026,2.3326561792113375e-05,8.242525027397164,2.2917587806094046e-05,8.307106532983026,2.3954049667863407e-05,8.242525027397164,2.3536493106351314e-05,8.307106532983026,2.5129801128089888e-05,8.242525027397164,2.494689542537271e-05,8.307106532983026,3.0914381046460866e-05,8.242525027397164,3.032175130406666e-05,8.307106532983026,3.5689516493529955e-05,8.242525027397164,3.487169580457114e-05,8.307106532983026,6.0621034396056845e-05,8.242525027397164,5.8228586406100374e-05,8.307106532983026,8.31818647174942e-05,8.242525027397164,7.877940437496927e-05
22,8.562562562562562,1.83164744557217e-05,1.83164744557217e-05,8.604415037717157,2.257463736427135e-05,8.538423825189497,2.116330135644677e-05,8.604415037717157,2.3563415890023413e-05,8.538423825189497,2.320427626983274e-05,8.604415037717157,2.4737523875368596e-05,8.538423825189497,2.4325560871313228e-05,8.604415037717157,2.5409837232145666e-05,8.538423825189497,2.496632228507824e-05,8.604415037717157,2.6635297343118377e-05,8.538423825189497,2.6330108036215374e-05,8.604415037717157,3.263284487188491e-05,8.538423825189497,3.201953829163395e-05,8.604415037717157,3.753175913257303e-05,8.538423825189497,3.6676323055438194e-05,8.604415037717157,6.309088440779447e-05,8.538423825189497,6.0604296348056606e-05,8.604415037717157,8.600537747169453e-05,8.538423825189497,8.149137677726692e-05
23,8.86086086086086,1.9638163392619713e-05,1.9638163392619713e-05,8.903329450238727,2.42882887580753e-05,8.819121077936547,2.2735435881536955e-05,8.903329450238727,2.5031388711149668e-05,8.819121077936547,2.4632306004227353e-05,8.903329450238727,2.6230600392037466e-05,8.819121077936547,2.5804141508297795e-05,8.903329450238727,2.6959975028254645e-05,8.819121077936547,2.6497798799751477e-05,8.903329450238727,2.8241980422549867e-05,8.819121077936547,2.786935925380082e-05,8.903329450238727,3.444284947601042e-05,8.819121077936547,3.381699564047351e-05,8.903329450238727,3.9471543560760315e-05,8.819121077936547,3.855815216844251e-05,8.903329450238727,6.56485049453541e-05,8.819121077936547,6.305879240573794e-05,8.903329450238727,8.885690951813164e-05,8.819121077936547,8.427199894967152e-05
24,9.15915915915916,2.1120582560370977e-05,2.1120582560370977e-05,9.204903931045889,2.606046827091666e-05,9.123900944582228,2.4386387128422814e-05,9.204903931045889,2.6558911174293235e-05,9.123900944582228,2.610021732874804e-05,9.204903931045889,2.7821205098068676e-05,9.123900944582228,2.7360456973405367e-05,9.204903931045889,2.8609401459453788e-05,9.123900944582228,2.8128225449254337e-05,9.204903931045889,2.99674019645867e-05,9.123900944582228,2.95317415485302e-05,9.204903931045889,3.6360515206872123e-05,9.123900944582228,3.5711662301374385e-05,9.204903931045889,4.151867757351913e-05,9.123900944582228,4.0525356470336575e-05,9.204903931045889,6.830550104344827e-05,9.123900944582228,6.560109530285958e-05,9.204903931045889,9.173072660579062e-05,9.123900944582228,8.71167962892677e-05
25,9.457457457457458,2.27919440513835e-05,2.27919440513835e-05,9.492168510950314,2.7877754574079718e-05,9.405057434126455,2.609670549983281e-05,9.492168510950314,2.815973883113146e-05,9.405057434126455,2.7627249273530804e-05,9.492168510950314,2.9511962551930762e-05,9.405057434126455,2.8999662957580663e-05,9.492168510950314,3.035005881267299e-05,9.405057434126455,2.9844250991227863e-05,9.492168510950314,3.181175677020367e-05,9.405057434126455,3.13097272867178e-05,9.492168510950314,3.8393731559738e-05,9.405057434126455,3.768328663767386e-05,9.492168510950314,4.3680603388055796e-05,9.405057434126455,4.259786887174788e-05,9.492168510950314,7.104572623898858e-05,9.405057434126455,6.82239824413893e-05,9.492168510950314,9.459674219520746e-05,9.405057434126455,8.999069145540973e-05
26,9.755755755755755,2.464092791006425e-05,2.464092791006425e-05,9.794494468774658,2.9741302643520212e-05,9.710595717332401,2.7853043106180625e-05,9.794494468774658,2.9842837993598558e-05,9.710595717332401,2.9232120800438663e-05,9.794494468774658,3.1280831413785656e-05,9.710595717332401,3.07143790569887e-05,9.794494468774658,3.2160062542998386e-05,9.710595717332401,3.162537187572389e-05,9.794494468774658,3.377176691669436e-05,9.710595717332401,3.3206098478750376e-05,9.794494468774658,4.0545820514029766e-05,9.710595717332401,3.974032960946668e-05,9.794494468774658,4.5956596957968536e-05,9.710595717332401,4.478336281895424e-05,9.794494468774658,7.382892759744623e-05,9.710595717332401,7.089939714701383e-05,9.794494468774658,9.74021907204701e-05,9.710595717332401,9.280848856914046e-05
27,10.054054054054054,2.6598196080304532e-05,2.6598196080304532e-05,10.105900990597217,3.167344529635006e-05,9.992945480819934,2.96533081469233e-05,10.105900990597217,3.1595772921313085e-05,9.992945480819934,3.092550446164315e-05,10.105900990597217,3.309334382167986e-05,9.992945480819934,3.248417653580701e-05,10.105900990597217,3.401301259592377e-05,9.992945480819934,3.3448332004922566e-05,10.105900990597217,3.583781029390706e-05,9.992945480819934,3.5210518329273975e-05,10.105900990597217,4.280753236692414e-05,9.992945480819934,4.189965781606311e-05,10.105900990597217,4.8316369454461595e-05,9.992945480819934,4.7073712884303104e-05,10.105900990597217,7.660885106508089e-05,9.992945480819934,7.358579283661081e-05,10.105900990597217,0.00010009333272414651,9.992945480819934,9.546472948948746e-05
28,10.352352352352352,2.8575090061867357e-05,2.8575090061867357e-05,10.395119133573706,3.367879354996757e-05,10.295745618227699,3.1508169296416665e-05,10.395119133573706,3.340508128302853e-05,10.295745618227699,3.270368372466778e-05,10.395119133573706,3.4924379742516105e-05,10.295745618227699,3.4286945561444014e-05,10.395119133573706,3.587830133341975e-05,10.295745618227699,3.529048304734992e-05,10.395119133573706,3.797845794937331e-05,10.295745618227699,3.7300229392132234e-05,10.395119133573706,4.516099823338007e-05,10.295745618227699,4.415508751758e-05,10.395119133573706,5.074363548349596e-05,10.295745618227699,4.945064755805838e-05,10.395119133573706,7.932037106676537e-05,10.295745618227699,7.623128697414467e-05,10.395119133573706,0.0001026286181997188,10.295745618227699,9.793504502609837e-05
29,10.65065065065065,3.056407875012671e-05,3.056407875012671e-05,10.69957519784673,3.573810273155864e-05,10.582579073303608,3.342242856483173e-05,10.69957519784673,3.52591125849723e-05,10.582579073303608,3.454724579965572e-05,10.69957519784673,3.67544001978266e-05,10.582579073303608,3.6106901034287244e-05,10.69957519784673,3.7723622140606655e-05,10.582579073303608,3.71208452460561e-05,10.69957519784673,4.015020300068221e-05,10.582579073303608,3.9433767051948956e-05,10.69957519784673,4.756543444884958e-05,10.582579073303608,4.648652097509398e-05,10.69957519784673,5.3212925108826185e-05,10.582579073303608,5.188995296991381e-05,10.69957519784673,8.190263586946738e-05,10.582579073303608,7.878241249960604e-05,10.69957519784673,0.0001049921378936035,10.582579073303608,0.00010023649713963277
30,10.94894894894895,3.2561556330511934e-05,3.2561556330511934e-05,10.998747318076303,3.781148734817575e-05,10.90057808829094,3.5392494994344696e-05,10.998747318076303,3.711738127378238e-05,10.90057808829094,3.642082534989687e-05,10.998747318076303,3.8554200806101514e-05,10.90057808829094,3.7914607045310114e-05,10.998747318076303,3.9519813805346034e-05,10.90057808829094,3.890413415917659e-05,10.998747318076303,4.22843060513017e-05,10.90057808829094,4.1548273698367846e-05,10.998747318076303,4.99679763382873e-05,10.90057808829094,4.885524687469244e-05,10.998747318076303,5.566413591097846e-05,10.90057808829094,5.434109607397102e-05,10.998747318076303,8.43360641591697e-05,10.90057808829094,8.120198845146557e-05,10.998747318076303,0.00010721377486921533,10.90057808829094,0.00010241076172285367
31,11.247247247247246,3.455750307824002e-05,3.455750307824002e-05,11.320584027455215,3.985080178134803e-05,11.210409242505115,3.739084561339135e-05,11.320584027455215,3.892934665805925e-05,11.210409242505115,3.826417279745258e-05,11.320584027455215,4.0297101679564424e-05,11.210409242505115,3.967200055652627e-05,11.320584027455215,4.1259572367292314e-05,11.210409242505115,4.06248467407457e-05,11.320584027455215,4.4321572903217614e-05,11.210409242505115,4.358681848829362e-05,11.320584027455215,5.230879738276325e-05,11.210409242505115,5.1199911484375954e-05,11.320584027455215,5.803263613957238e-05,11.210409242505115,5.673457862282106e-05,11.320584027455215,8.66441970904729e-05,11.210409242505115,8.348809026749789e-05,11.320584027455215,0.00010933770420937996,11.210409242505115,0.00010449771394753751
32,11.545545545545545,3.653141888258852e-05,3.653141888258852e-05,11.607401469142578,4.182173642348587e-05,11.504967771893885,3.937898668021192e-05,11.607401469142578,4.066986391976667e-05,11.504967771893885,4.002103395212265e-05,11.607401469142578,4.19914710003129e-05,11.504967771893885,4.136971042756217e-05,11.607401469142578,4.2964327504144576e-05,11.504967771893885,4.230480514158452e-05,11.607401469142578,4.625480409659861e-05,11.504967771893885,4.5526199514084965e-05,11.607401469142578,5.4546539717730675e-05,11.504967771893885,5.3458937724209265e-05,11.607401469142578,6.028621332299687e-05,11.504967771893885,5.901318892831472e-05,11.607401469142578,8.88682654961407e-05,11.504967771893885,8.567512586855714e-05,11.607401469142578,0.00011140124218922832,11.504967771893885,0.0001065299098160069
